destination_id,name,alternative_names,city,district,state,country,latitude,longitude,destination_type,heritage_category,description,historical_significance,cultural_significance,best_time_to_visit,recommended_duration,estimated_budget,budget_category,crowd_level,hidden_gem_score,tourism_popularity,visitor_count,domestic_visitors,international_visitors,accessibility_score,senior_friendly,wheelchair_accessible,walking_difficulty,public_transport_available,nearest_transport,nearest_hospital,nearest_police_station,network_availability,lighting_condition,women_safety_score,women_safety_notes,emergency_support,nearby_safe_stay,sanitary_facilities,local_artisan_presence,local_crafts,local_food,cultural_experiences,responsible_tourism_notes,source,source_url,source_year,data_confidence
BV-ASI-0072,Humayun Tomb,NULL,Delhi,Not Available,Delhi,India,28.5933,77.2507,Monument/Site (unverified against supplied CPM PDF),UNESCO World Heritage Site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Iconic,860606,658318,202288,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0073,"Ibrahim Rauza, Bijapur",NULL,Vijayapura (Bijapur),Not Available,Karnataka,India,16.828,75.6975,Monument/Site (unverified against supplied CPM PDF),Tomb,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,High,156855,155565,1290,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0074,Itimad-ud-Daulah-Tomb,NULL,Agra,Not Available,Uttar Pradesh,India,27.1994,78.0294,Monument/Site (unverified against supplied CPM PDF),Tomb,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,High,215492,132800,82692,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0075,"Jaina & Vaishnava Cave, Badami",NULL,Badami,Not Available,Karnataka,India,15.9149,75.6767,Monument/Site (unverified against supplied CPM PDF),Cave Monument,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Very High,378809,372051,6758,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0076,"Janjira Fort, Murd",NULL,Murud,Not Available,Maharashtra,India,18.009,72.949,Monument/Site (unverified against supplied CPM PDF),Fort,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,High,253466,253315,151,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0077,Jantar Mantar,NULL,Delhi,Not Available,Delhi,India,28.627,77.2166,Centrally Protected Monument/Site,Observatory,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,High,209713,203197,6516,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0078,Kalinjar Fort,NULL,Kalinjar,Not Available,Uttar Pradesh,India,24.9575,80.488,Centrally Protected Monument/Site,Fort,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Medium,81644,81507,137,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0079,"Kareghar of Ahom Kings, Sibasagar",NULL,Sivasagar,Not Available,Assam,India,26.9989,94.6425,Monument/Site (unverified against supplied CPM PDF),Palace,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,High,120489,119912,577,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0080,Keshava Temple,NULL,Somanathapura,Not Available,Karnataka,India,12.2751,76.8763,Monument/Site (unverified against supplied CPM PDF),Temple,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,High,187078,178425,8653,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0081,Khan-I-Khana,NULL,Delhi,Not Available,Delhi,India,28.5895,77.2453,Centrally Protected Monument/Site,Tomb,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Low,1827,1782,45,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0082,"Kolaba Fort, Alibag",NULL,Alibag,Not Available,Maharashtra,India,18.6414,72.8258,Monument/Site (unverified against supplied CPM PDF),Fort,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,High,112517,112405,112,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0083,Kondiote Caves,NULL,Karjat,Not Available,Maharashtra,India,18.7942,73.4419,Monument/Site (unverified against supplied CPM PDF),Cave Monument,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Medium,42081,41490,591,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0084,Kotla Feroz Shah,NULL,Delhi,Not Available,Delhi,India,28.6383,77.2419,Monument/Site (unverified against supplied CPM PDF),Fort,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Medium,90207,89397,810,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0085,Kumbhalgarh Fort,NULL,Kumbhalgarh,Not Available,Rajasthan,India,25.1487,73.5847,Monument/Site (unverified against supplied CPM PDF),UNESCO World Heritage Site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Very High,506484,495276,11208,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0086,Lohgad Fort,NULL,Lonavala,Not Available,Maharashtra,India,18.7108,73.4797,Monument/Site (unverified against supplied CPM PDF),Fort,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,High,162230,161651,579,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0087,Lord Cornwallis Tomb,NULL,Ghazipur,Not Available,Uttar Pradesh,India,25.5941,83.5772,Centrally Protected Monument/Site,Tomb,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Low,18403,18318,85,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0088,Marble Pavillion and balustrade on the Ana Sagar bund and ruins of the marble Hammam Behind the Ana sagar Bund,NULL,Ajmer,Not Available,Rajasthan,India,26.4692,74.6544,Monument/Site (unverified against supplied CPM PDF),Pavilion,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,High,241397,241299,98,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0089,Mariam tomb Sikandra,NULL,Agra,Not Available,Uttar Pradesh,India,27.2117,77.9511,Monument/Site (unverified against supplied CPM PDF),Tomb,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Low,22931,22517,414,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0090,mattancherry Palace Museum Kochi,NULL,Kochi,Not Available,Kerala,India,9.9585,76.2593,Monument/Site (unverified against supplied CPM PDF),Palace,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Very High,379820,300465,79355,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0091,Mausoleum,NULL,Agra,Not Available,Uttar Pradesh,India,27.1995,78.0293,Centrally Protected Monument/Site,Tomb,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Very High,486998,474462,12536,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0092,Mehtab Bagh,NULL,Agra,Not Available,Uttar Pradesh,India,27.1836,78.0339,Centrally Protected Monument/Site,Garden,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,High,240899,178574,62325,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0093,Metcelf-Hall,NULL,Kolkata,Not Available,West Bengal,India,22.5697,88.3453,Monument/Site (unverified against supplied CPM PDF),Colonial Monument,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Low,632,605,27,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0094,"Moovarkoil, Kodumbalur",NULL,Kodumbalur,Not Available,Tamil Nadu,India,10.4667,78.6167,Monument/Site (unverified against supplied CPM PDF),Temple,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Low,19160,19114,46,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0095,Nagarjuna Kunda,NULL,Nagarjunakonda,Not Available,Andhra Pradesh,India,16.5333,79.2333,Monument/Site (unverified against supplied CPM PDF),Archaeological Site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Low,19797,19762,35,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0096,"Natural Caven with inscription eladipattam, Sittannavasal",NULL,Sittanavasal,Not Available,Tamil Nadu,India,10.4747,78.7343,Monument/Site (unverified against supplied CPM PDF),Archaeological Site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Low,24573,23928,645,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0097,Observatory of Man Singh,NULL,Varanasi,Not Available,Uttar Pradesh,India,25.3109,83.0107,Centrally Protected Monument/Site,Observatory,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Medium,84013,83059,954,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0098,"Old Fort (Shahi Fort), Jaunpur",NULL,Jaunpur,Not Available,Uttar Pradesh,India,25.7479,82.6837,Monument/Site (unverified against supplied CPM PDF),Fort,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,High,199036,198922,114,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0099,"Old Fort, Sholapur",NULL,Solapur,Not Available,Maharashtra,India,17.6805,75.9335,Centrally Protected Monument/Site,Fort,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Medium,62283,62238,45,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0100,"Palace Complex at Ramnagar, Distt. Udhampur",NULL,Udhampur,Not Available,Jammu and Kashmir,India,32.9167,75.15,Monument/Site (unverified against supplied CPM PDF),Palace,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Low,6610,6610,0,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0101,Palace of Tipu Sultan,NULL,Bengaluru,Not Available,Karnataka,India,12.9591,77.5746,Monument/Site (unverified against supplied CPM PDF),Palace,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Very High,267683,256964,10719,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0102,Pandulena Caves,NULL,Nashik,Not Available,Maharashtra,India,19.9615,73.7503,Monument/Site (unverified against supplied CPM PDF),Cave Monument,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,High,203999,202871,1128,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0103,Piprahwa & Ganwaria,NULL,Siddharthnagar,Not Available,Uttar Pradesh,India,27.4886,83.1499,Monument/Site (unverified against supplied CPM PDF),Archaeological Site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Medium,41440,38342,3098,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0104,Purana Qila,NULL,Delhi,Not Available,Delhi,India,28.6091,77.2432,Centrally Protected Monument/Site,Fort,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Very High,667793,662300,5493,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0105,Qutub Minar,NULL,Delhi,Not Available,Delhi,India,28.5245,77.1855,Monument/Site (unverified against supplied CPM PDF),UNESCO World Heritage Site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Iconic,2303464,2048146,255318,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0106,Raigad Fort,NULL,Raigad,Not Available,Maharashtra,India,18.236,73.4406,Centrally Protected Monument/Site,Fort,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,High,218420,218338,82,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0107,Rajarani Temple,NULL,Bhubaneswar,Not Available,Odisha,India,20.2663,85.8383,Centrally Protected Monument/Site,Temple,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Low,17422,16916,506,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0108,Ram Bagh,NULL,Agra,Not Available,Uttar Pradesh,India,27.2075,78.0206,Centrally Protected Monument/Site,Garden,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Medium,84406,84051,355,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0109,"Ranghar Pavillion, Jaisagar",NULL,Sivasagar,Not Available,Assam,India,26.9814,94.6389,Monument/Site (unverified against supplied CPM PDF),Palace,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Medium,69609,69063,546,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0110,Rani Jhansi Fort,NULL,Jhansi,Not Available,Uttar Pradesh,India,25.4358,78.5649,Monument/Site (unverified against supplied CPM PDF),Fort,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Very High,361999,361294,705,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0111,"Rani Ki-Vav, Patan",NULL,Patan,Not Available,Gujarat,India,23.8595,72.1023,Monument/Site (unverified against supplied CPM PDF),UNESCO World Heritage Site,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Very High,340950,337134,3816,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
BV-ASI-0112,Rani Lakshmi Bai Mahal,NULL,Jhansi,Not Available,Uttar Pradesh,India,25.4484,78.5685,Centrally Protected Monument/Site,Palace,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Low,16004,15954,50,NULL,NULL,NULL,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,NULL,Not Available,Not Available,Not Available,Not Available,"CPM List 2024_(3698).pdf (ASI official list); asi_monuments_clean.csv (processed visitor data, source metadata not supplied); bharatverse_monuments.csv (processed enrichment, source metadata not supplied)",Not Available,2024,MEDIUM
